paper,topic,year,marks,question_text
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2020,,Discuss the geophysical characteristics of Circum- Pacific Zone.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2018,,Why is Indian Regional Navigational Satellite System (IRNSS) needed? How does it help in navigation?
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2018,,Define mantle plume and explain its role in plate tectonics.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2017,,How does the Juno Mission of NASA help to understand the origin and evolution of the Earth?
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2016,,“The Himalayas are highly prone to landslides.” Discuss the causes and suggest suitable measures of mitigation.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2014,,Explain the formation of thousands of islands in Indonesian and Philippines archipelagos.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2014,,Why are the world’s fold mountain systems located along the margins of continents? Bring out the association between the global distribution of Fold Mountains and the earthquakes and volcanoes.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2013,,What do you understand by the theory of continental drift? Discuss the prominent evidences in its support.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2013,,There is no formation of deltas by rivers of the Western Ghat. Why?
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2013,,Major hot deserts in northern hemisphere are located between 20-30 degree north and on the western side of the continents. Why?
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2013,,Bring out the causes for more frequent landslides in the Himalayas than in Western Ghats.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2025,,How are climate change and the sea level rise affecting the very existence of many island nations? Discuss with examples.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2023,10,Discuss the consequences of climate change on the food security in tropical countries.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2023,10,How are the fjords formed? Why do they constitute some of the most picturesque areas of the world?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2023,15,Identify and discuss the factors responsible for diversity of natural vegetation in India. Assess the significance of wildlife sanctuaries in rain forests regions of India.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2020,,Examine the status of forest resources of India and its resultant impact on climate change.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2020,,How will the melting of Himalayan glaciers have a far- reaching impact on the water resources of India?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2020,,"The interlinking of rivers can provide viable solutions to the multi-dimensional inter- related problems of droughts, floods and interrupted navigation. Critically examine."
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2020,,The process of desertification does not have climate boundaries. Justify with examples.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2019,,Assess the impact of global warming on coral life system with examples.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2019,,How do ocean currents and water masses differ in their impacts on marine life and the coastal environment? Give suitable examples?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2019,,Discuss the causes of depletion of mangroves and explain their importance in maintaining coastal ecology.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2019,,How can the mountain ecosystem be restored from the negative impact of development initiatives and tourism?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2019,,What is water stress? How and why does it differ regionally in India?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2018,,What are the consequences of spreading of ‘Dead Zones’ on marine ecosystem?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2017,,"In spite of adverse environmental impact, coal mining is still inevitable for development.” Discuss"
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2017,,Mention the advantages of the cultivation of pulse because of which the year 2016 was declared as the International Year of Pulses by the United Nations.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2017,,How does the cryosphere affect global climate?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2017,,Account for variations in oceanic salinity and discuss its multi-dimensional effects.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2017,,In what way can flood be converted into a sustainable source of irrigation and allweather inland navigation in India?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2017,,What characteristics can be assigned to monsoon climate that succeeds in feeding more than 50 percent of the won population residing in Monsoon Asia?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2016,,Discuss the concept of air mass and explain its role in macro-climatic changes.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2015,,"Explain the factors responsible for the origin of ocean currents. How do they influence regional climates, fishing and navigation?"
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2015,,How far do you agree that the behavior of the Indian monsoon has been changing due to humanizing landscapes? Discuss.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2014,,"Tropical cyclones are largely confined to South China Sea, Bay of Bengal and Gulf of Mexico. Why?"
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,,,Most of the unusual climatic happenings are explained as an outcome of the ElNino effect. Do you agree?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2014,,Bring out the relationship between the shrinking Himalayan glaciers and the symptoms of climate change in the Indian sub-continent.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2013,,The recent cyclone on the east coast of India was called “Phailin”. How are the tropical cyclones named across the world?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2013,,Bring out the causes for the formation of heat islands in the urban habitat of the world.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2013,,What do you understand by the phenomenon of temperature inversion in meteorology? How does it affect the weather and the habitants of the place?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2021,,"Briefly mention the alignment of major mountain ranges of the world and explain their impact on local weather conditions, with examples."
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2021,,How do the melting of the Arctic ice and glaciers of the Antarctic differently affect the weather patterns and human activities on the Earth? Explain.
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2021,,Discuss the multi-dimensional implications of uneven distribution of mineral oil in the world.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2025,,"Discuss the distribution and density of population in the Ganga River Basin with special reference to land, soil and water resources."
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2025,,Give a geographical explanation of the distribution of off-shore oil reserves of the world. How are they different from the on-shore occurrences of oil reserves?
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2025,,Explain briefly the ecological and economic benefits of solar energy generation in India with suitable examples.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2023,10,Why is the world today confronted with a crisis of availability of and access to freshwater resources?
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2023,15,Comment on the resource potentials of the long coastline of India and highlight the status of natural hazard preparedness in these areas.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2022,10,Examine the potential of wind energy in India and explain the reasons for their limited spatial spread.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2020,,India has immense potential of solar energy though there are regional variations in its developments. Elaborate.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2019,,Can the strategy of regional-resource based manufacturing help in promoting employment in India?
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2018,,Why is India taking keen interest in resources of Arctic Region?
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2016,,The effective management of land and water resources will drastically reduce the human miseries. Explain
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2016,,South China Sea has assumed great geopolitical significance in the present context. Comment.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2016,,"Present an account of the Indus Water Treaty and examine its ecological, economic and political implications in the context of changing bilateral relations."
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2016,,Enumerate the problems and prospects of inland water transport in India.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2016,,In what way micro-watershed Development projects help in water conservation in drought prone and semi-arid regions of India.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2015,,What are the economic significances of discovery of oil in Arctic Sea and its possible environmental consequences?
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2015,,India is well endowed with fresh water resources. Critically examine why it still suffers from water scarcity.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2015,,"The states of Jammu and Kashmir, Himachal Pradesh and Uttarakhand reaching the limits of their ecological carrying capacity due to tourism. Critically evaluate."
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2014,,Critically evaluate the various resources of the oceans which can be harnessed to meet the resource crisis in the world.
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2014,,How does India see its place in the economic space of rising natural resource rich Africa?
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2013,,"With growing scarcity of fossil fuels, the atomic energy is gaining more and more significance in India. Discuss the availability of raw material required for the generation of atomic energy in India and in the world."
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2013,,"It is said the India has substantial reserves of shale oil and gas, which can feed the needs"
GS1,TOPIC: DISTRIBUTION OF KEY NATURAL RESOURCES ACROSS THE WORLD (INCLUDING SOUTH ASIA AND THE INDIAN SUBCONTINENT),2013,,"of country for quarter century. However, tapping of the resources doesn’t"
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2025,,What are non-farm primary activities? How are these activities related to physiographic features in India? Discuss with suitable examples.
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2023,15,"From being net food importer in 1960s, India has emerged as a net food exporter to the world. Provide reasons."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2022,15,"Describing the distribution of rubber producing countries, indicate the major environmental issues faced by them."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2022,15,Mention the significance of straits and isthmus in international trade.
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2022,15,"Elucidate the relationship between globalization and new technology in a world of scarce resources, with special reference to India."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2020,,"Account for the present location of iron and steel industries away from the source of raw material, by giving examples."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2019,,Discuss the factors for localization of agro-based food processing industries of North-West India.
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2018,,"Define blue revolution, explain the problems and strategies for pisciculture development in India."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2018,,"What is the significance of Industrial Corridors in India? Identify industrial corridors, explain their main characteristics."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2017,,"Petroleum refineries are not necessarily located nearer to crude oil producing areas, particularly in many of the developing countries. Explain its implications."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2014,,"Whereas the British planters had developed tea gardens all along the Shivaliks and Lesser Himalayas from Assam to Himachal Pradesh, in effect they did not succeed beyond the Darjeeling area. Explain."
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2014,,Account for the change in the spatial pattern of the Iron and Steel industry in the world.
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2014,,Why did the Green Revolution in India virtually by-pass the eastern region despite fertile soil and good availability of water?
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2013,,Do you agree that there is a growing trend of opening new sugar mills in the Southern states of India? Discuss with justification
GS1,"TOPIC: FACTORS RESPONSIBLE FOR THE LOCATION OF PRIMARY, SECONDARY, AND TERTIARY SECTOR INDUSTRIES IN VARIOUS PARTS OF THE WORLD (INCLUDING INDIA)",2013,,Analyse the factors for highly decentralized cotton textile industry in India
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2025,,"Indian Constitution has conferred the amending power on the ordinary legislative institutions with a few procedural hurdles. In view of this statement, examine the procedural and substantive limitations on the amending power of the Parliament to change the Constitution."
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2023,15,The Construction of India is a living instrument with capabilities of enormous dynamism. It is a constitution made for a progressive society. Illustrate with special reference to the expanding horizons of the right to life and personal liberty.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2023,15,Explain the constitutional perspectives of Gender Justice with the help of relevant Constitutional Provisions and case laws.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2022,15,"Right of movement and residence throughout the territory of India are freely available to the Indian citizens, but these rights are not absolute. Comment."
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2021,10,Constitutional Morality is rooted in the Constitution itself and is founded on its essential facets. Explain the doctrine of Constitutional Morality with the help of relevant judicial decisions.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2019,15,Parliament’s power to amend the Constitution is a limited power and it cannot be enlarged into absolute power. In the light of this statement explain whether Parliament under Article 368 of the Constitution can destroy the Basic Structure of the Constitution by expanding its amending power?
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2017,15,Examine the scope of Fundamental Rights in the light of the latest judgement of the Supreme Court on Right to Privacy.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2016,12.5,Discuss each adjective attached to the word ‘Republic’ in the ‘Preamble’. Are they Defendable in the present circumstances?
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2016,12.5,"Did the Government of India Act, 1935 lay down a federal constitution? Discuss."
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2015,12.5,Discuss the possible factors that inhibit India from enacting for its citizen a uniform civil code as provided for in the Directive Principles of State Policy.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2014,12.5,"Starting from inventing the ‘basic structure’ doctrine, the judiciary has played a highly proactive role in ensuring that India develops into a thriving democracy. In light of the statement, evaluate the role played by judicial activism in achieving the ideals of democracy."
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2014,12.5,What do you understand by the concept “freedom of speech and expression”? Does it cover hate speech also? Why do the films in India stand on a slightly different plane from other forms of expression? Discuss.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2013,10,"Discuss Section 66A of IT Act, with reference to its alleged violation of Art 19."
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2013,10,The Supreme Court of India keeps a check on arbitrary power of the Parliament in amending the Constitution. Discuss critically.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2014,12.5,The size of the cabinet should be as big as governmental work justifies and as big as the Prime Minister can manage as a team. How far is the efficacy of a government then inversely related to the size of the cabinet? Discuss.
GS2,"Indian Constitution: Historical underpinnings, evolution, features, amendments, significant provisions and basic structure",2013,10,"Many State Governments further bifurcate geographical administrative areas like Districts and Talukas for better governance. In light of the above, can it also be justified that more number of smaller States would bring in effective governance at State level? Discuss."
GS2,"Functions and responsibilities of the Union and the States, Issues and challenges pertaining to the federal structure",2025,,Examine the evolving pattern of Centre-State financial relations in the context of planned development in India. How far have the recent reforms impacted the fiscal federalism in India?
GS2,"Functions and responsibilities of the Union and the States, Issues and challenges pertaining to the federal structure",2023,15,Account for the legal and political factors responsible for the reduced frequency of using Article 356 by the Union Governments since mid-1990s.
GS2,"Functions and responsibilities of the Union and the States, Issues and challenges pertaining to the federal structure",2023,15,Explain the significance of the 101st Constitutional Amendment Act. To what extent does it reflect the accommodative spirit of federalism?
GS2,"Functions and responsibilities of the Union and the States, Issues and challenges pertaining to the federal structure",2022,15,"While the national political parties in India favor centralization, the regional parties are in favor of State autonomy. Comment."
